id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
184,c arry老师 2022年05月27日 16:21 来自 续航传奇 Redmi 8A 下午茶干货：盘点程序员面试遇到的经典问题以及互联网大厂面试流程揭㊙️#程序员# HR面试程序员的11个经典问题，最难回答，一般程序员面试分为三个阶段（企业不同略有差异）： [滑雪]初面环节 1、HR初面，一般都是HRBP，初筛合格后再进入下一个阶段； 2、技术一面：基础知识+框架基本使用；OK进入 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,互联网大厂面试流程揭㊙️; HR面试程序员的11个经典问题; 技术一面：基础知识+框架基本使用,文本内容主要围绕程序员面试流程和常见问题展开，属于信息分享性质，没有直接表达焦虑情绪。但提到‘互联网大厂面试流程’和‘最难回答’等表述，暗示了职场竞争压力，因此在‘职场内卷’维度上略高。其他维度如职业
185,c 评论员王攀 2022年05月20日 11:55 来自 iPhone客户端 00后为什么敢硬怼老板？ 第一，没穷过。 生活条件好，家庭条件好；物资丰富，经济发达。从小就没有缺过钱；而且这个时代，也会有很多赚钱的机会，各种副业，灵活就业等。 你说他为因为工资，受尽领导的气？肯定不会。 在他们的认知里，即便是离开单位，放弃老板，他们仍旧可以走下去。无论社会宽容 展开c,0.2,0.1,0.3,0.2,0.2,neutral,0.85,没穷过; 生活条件好; 经济发达; 没有缺过钱; 可以走下去,文本主要分析00后员工敢于挑战老板的原因，提到他们因家庭条件好、经济发达而对薪酬不敏感，且认为即使离开单位也能生存。这表明作者对薪酬落差（0.3）和职场内卷（0.2）有一定关注，但整体情绪偏向中性，未
186,c Time不在场 2022年05月05日 00:30 来自 iPhone客户端 开工前emo，我这块在冰箱冻了五天的肉终于又要拿出来放到deadline的水里火里继续烤，工作无脑但累，尤其我这种容易被pua自我贬低的人，已经提前在梦里见识领导的青面獠牙，今天更是从一场面试中惊醒，80%的梦和工作有关，入睡困难也就越发理直气壮。有的人在互联网很快乐，我感觉不快乐，我工作就只为 展开c,0.75,0.6,0.4,0.8,0.7,negative,0.9,开工前emo; 工作无脑但累; 容易被pua自我贬低; 梦里见识领导的青面獠牙; 入睡困难; 80%的梦和工作有关; 我感觉不快乐; 工作就只为,文本中表现出强烈的职场焦虑情绪。从内容来看，作者对工作压力大、竞争激烈（ workplace_involution: 0.8）有明显感受，如提到‘deadline的水里火里继续烤’和‘梦里见识领导的青
187,c 吴学兰 2022年05月04日 12:01 来自 微博视频号 给年轻人的忠告：要有职业忧患意识，学会吃着碗里的看着锅里的#五四青年节# L吴学兰的微博视频 播放视频,0.2,0.3,0.1,0.2,0.2,neutral,0.85,职业忧患意识; 吃着碗里的看着锅里的,文本内容主要传达一种对职业发展的提醒，强调‘职业忧患意识’和‘吃着碗里的看着锅里的’，暗示对未来的不确定性或潜在竞争的担忧。但整体语气较为中性，未表现出强烈的负面情绪或具体焦虑事件，因此焦虑指数较低。
188,c 靓仔菇菇 2022年05月01日 17:21 来自 Android 奶爸，想请教您内部转岗如何尽快获得认可？ 原先是互联网hrbp，因为部门动乱hrvp转去带业务团队，把我带过去了。 我转岗的初衷，一方面想要更好的待遇，另一方面也是对业务比较感兴趣。 学业务的过程真的觉得精力旺盛，但是总觉得得不到做hr时的认可感。因为我原本的职级就是储备主管，转岗也是平移 展开c 这条微博已被删除或者您无权限...,0.65,0.7,0.4,0.5,0.8,negative,0.85,得不到做hr时的认可感; 对业务比较感兴趣; 转岗的初衷，一方面想要更好的待遇; 精力旺盛，但是总觉得得不到做hr时的认可感,文本中表现出明显的身份认同焦虑（0.8），因为用户提到在转岗后感觉不再被认可，失去了原有的角色价值。发展路径迷茫（0.7）体现在他对职业方向和晋升通道的不确定。薪酬落差（0.4）虽然有提及想获得更好待
189,c sheng活改变了你我我 2022年04月25日 17:30 来自 Redmi K30 全速热爱 易经，风水书就是迷信？读完这几本书就不会这样说了 17:25 哈喽~值友们好~我是文章小白~小巴💗 在互联网高速发展中的今天，越多越多的人不会再看纸质的书籍。越来越多的人用手机，平板，电子书阅读器来看电子书。纸质书籍几乎一年也看不了几本或者几乎没有看过，不知道纸质书籍以后不知道会不会淘汰 展开c,0.2,0.1,0.1,0.2,0.3,neutral,0.75,纸质书籍几乎一年也看不了几本或者几乎没有看过; 不知道纸质书籍以后不知道会不会淘汰,文本内容主要围绕对传统纸质书籍未来命运的思考，未直接提及职业发展、薪酬待遇、职场竞争或身份认同等具体职场焦虑主题。因此，四个维度的焦虑指数均较低。然而，“不知道纸质书籍以后不知道会不会淘汰”表现出对未
190,c 杨雪呀 2022年04月08日 18:59 来自 iPhone客户端 裁员潮之下，还要进入互联网大厂吗？ 年轻人的职场发展路径如何规划？ 本互联网行业老阿姨来告诉你！ #春日vlog# L杨雪呀的微博视频 播放视频,0.4,0.6,0.3,0.5,0.4,neutral,0.85,裁员潮之下; 还要进入互联网大厂吗？; 年轻人的职场发展路径如何规划？,文本中提到‘裁员潮’和‘年轻人的职场发展路径如何规划？’，显示出对职业发展方向的不确定性（发展路径迷茫），评分0.6。虽然没有直接提到薪酬问题，但‘互联网大厂’可能暗示对薪资水平的关注，因此评分0.3
191,c 爱ss的年糕彤 2022年03月17日 22:43 来自 iPhone 13 Pro 深夜来唠嗑下，随便说说最近现状。 三月开始工作又进入了一个忙碌期，很大的一个原因，是我正在适应工作职责的转变。前段时间，慢慢被移交参与一些大的系统，所做的工作也比之前更有挑战性。 这和之前的工作模式其实还是有点差别，毕业后的这一年多的时间，基本都是在被分配然后执行，按我老大的话说 展开c,0.4,0.5,0.2,0.6,0.3,negative,0.85,进入了一个忙碌期; 适应工作职责的转变; 更有挑战性; 和之前的工作模式其实还是有点差别; 被分配然后执行,文本中提到‘进入了一个忙碌期’和‘适应工作职责的转变’，表明对职业发展路径存在一定的不确定性，因此在‘发展路径迷茫’维度评分较高。虽然没有直接提到薪酬问题，但‘更有挑战性’和‘工作压力大’暗示了可能存
192,c 人力资源研究 2022年01月21日 16:50 来自 微博 weibo.com 今天有女生人来应聘秘书，经理看她没有相关的工作经验，经理问她：一头牛有4个胃，那么100头牛多少个胃？求职者回答400被淘汰。 公司目前业务比较繁忙，老板的工作一下子接受不来，所以经理为了分担老板的压力，在上周，经理在办公室跟老板协商。 老板看经理这么懂事，一下子就听了经理的命令，就叫 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.75,经理看她没有相关的工作经验; 公司目前业务比较繁忙; 老板的工作一下子接受不来; 经理为了分担老板的压力,文本描述了一个招聘场景和公司内部的管理情况，整体情绪较为中性。从内容来看，存在一定的职场压力（如‘公司业务繁忙’、‘老板工作接受不来’），暗示了工作压力较大，可能引发职场内卷焦虑（评分0.3）。但文本
193,c 楼市搜索 2021年12月03日 07:19 来自 iPhone 13 一位员工哀叹道：29岁因担心35岁职业被动而选择上岸，现在回到老家市直机关成功上岸，从年薪70w+降到20w，一切并没有想象中美好，有利有弊，归根结底仅是一个选择： 1、房价没一线城市高，买房压力不大，但带来的弊端是医疗教育资源不足； 2、工作节奏没一线城市快，下班不再是半夜拖着疲惫的身体回到 展开c,0.65,0.7,0.8,0.6,0.6,negative,0.85,因担心35岁职业被动而选择上岸; 年薪70w+降到20w; 一切并没有想象中美好; 工作节奏没一线城市快; 下班不再是半夜拖着疲惫的身体,文本表达了对职业发展路径的不确定性（如‘因担心35岁职业被动而选择上岸’），薪酬落差明显（从70w+降至20w），表现出较强的薪酬焦虑。虽然工作节奏较慢，但仍有对职场竞争和压力的隐含担忧。身份认同方面
194,c 安晓辉生涯 2021年11月05日 23:27 来自 微博网页版 #生涯自助工具箱# -70 #微博新知博主# 【如何选offer】-职业发展阶段对offer选择的影响 前面我们介绍了互联网从业者的职业发展第二个阶段，也就是快速成长阶段，在择业时应该注重哪些因素。今天来介绍第三个阶段。 第三个阶段，你的人生阅历、职场经验、所属领域的知识储备都有了一定的积累，属于 展开c,0.2,0.3,0.1,0.2,0.2,neutral,0.75,职业发展阶段; 快速成长阶段; 择业时应该注重哪些因素; 第三个阶段,文本内容主要围绕职业发展阶段对择业的影响进行讨论，属于一种信息性、指导性的内容，没有直接表达焦虑情绪。但提到‘职业发展阶段’和‘择业时应该注重哪些因素’，暗示了在职业发展过程中可能存在的迷茫感，因此在
195,c 河林说运营 2021年09月09日 22:56 来自 微博网页版 #你为什么放弃了考研# 说到为什么放弃了考研，就是因为在我考研备战到末期的时候，我已经清楚地知道，以我所报考的专业的竞争程度和我自己的备考水平，我是绝对考不上研究生的。 所以那时间也就也开始为找工作做准备了。 我当时的想法就是，一定要进入互联网行业，因为只有进入快速成长的互联网行业 展开c,0.4,0.6,0.2,0.3,0.3,negative,0.85,考不上研究生; 开始为找工作做准备; 一定要进入互联网行业,文本中提到因考研失败而转向求职，表现出对职业发展方向的迷茫（如‘考不上研究生’），但未明确提及薪酬落差或职场内卷的具体内容。虽然表达了对进入互联网行业的强烈愿望，但并未体现身份认同的强烈焦虑。整体情绪
196,c 社畜茶水间 2021年08月31日 19:11 来自 2号咖啡机iPhone 11 投稿： 茶茶，你好，偶然关注到你的微博，我想来分享一下我的经历吧。 我是16年毕业，酒店管理，之前在酒店做了2年多，那段时间工资虽然只有3000多，包吃住，但是很开心，不过后面由于夜班和领导一直画饼不兑现等原因就离职了。 第二份工作就是就去传统地产行业做销售，虽然单休，但是加班很少，工资 展开c,0.65,0.7,0.6,0.5,0.6,negative,0.85,夜班和领导一直画饼不兑现; 工资只有3000多; 单休; 加班很少,文本中提到在酒店工作时虽然收入低但开心，但因夜班和领导画饼未兑现而离职，显示出对职业发展路径的迷茫（career_path_confusion）。薪资待遇较低且与期望有差距（salary_gap），同
