城市_清洗,行业,薪资_月平均K,经验要求,学历要求
广州,生活服务(O2O),8.5,经验不限,学历不限
广州,保险,,1-3年,高中
广州,美容,9.0,3-5年,高中
广州,游戏,10.5,经验不限,学历不限
广州,电子商务,12.5,1-3年,学历不限
广州,医疗服务,22.5,10年以上,学历不限
广州,酒店/民宿,6.0,1-3年,学历不限
广州,互联网,11.5,经验不限,学历不限
广州,即时配送,10.5,经验不限,学历不限
广州,互联网,8.5,经验不限,学历不限
广州,生活服务(O2O),10.5,经验不限,学历不限
广州,互联网,30.0,1年以内,学历不限
广州,机械设备/机电/重工,7.5,经验不限,学历不限
广州,休闲/娱乐,12.5,经验不限,学历不限
广州,互联网,7.0,经验不限,学历不限
广州,仪器仪表,8.0,1-3年,学历不限
广州,美容,65.0,1-3年,学历不限
广州,即时配送,10.0,经验不限,学历不限
广州,培训/辅导机构,8.04,经验不限,学历不限
广州,生活服务(O2O),8.5,经验不限,初中及以下
广州,其他生活服务,7.5,经验不限,学历不限
广州,快递,8.0,经验不限,学历不限
广州,互联网,6.5,经验不限,学历不限
广州,文化艺术/娱乐,7.5,经验不限,学历不限
广州,游戏,37.5,5-10年,学历不限
广州,计算机服务,22.0,经验不限,学历不限
广州,批发/零售,9.5,5-10年,学历不限
广州,其他制造业,5.5,经验不限,学历不限
广州,文化艺术/娱乐,10.5,经验不限,学历不限
广州,批发/零售,8.5,经验不限,学历不限
广州,餐饮,3.5,经验不限,学历不限
广州,文化艺术/娱乐,9.5,经验不限,学历不限
广州,电子商务,0.66,1-3年,学历不限
广州,人工智能,6.5,经验不限,学历不限
广州,房地产中介/租赁,10.0,经验不限,学历不限
广州,其他生活服务,10.5,经验不限,学历不限
广州,游戏,8.5,经验不限,学历不限
广州,美容,3.5,经验不限,学历不限
广州,其他生活服务,22.5,经验不限,学历不限
广州,保健/养生,10.5,经验不限,学历不限
广州,美容,8.5,1-3年,学历不限
广州,餐饮,7.0,3-5年,学历不限
广州,餐饮,6.5,经验不限,学历不限
广州,医美服务,10.5,经验不限,学历不限
广州,公路物流,18.0,1-3年,学历不限
广州,人力资源服务,12.5,经验不限,学历不限
广州,计算机服务,7.5,1-3年,学历不限
广州,互联网,8.8,经验不限,学历不限
广州,美容/美发,22.5,经验不限,学历不限
广州,环保,8.0,经验不限,学历不限
广州,食品/饮料/烟酒,8.0,经验不限,学历不限
广州,日化,6.5,1-3年,学历不限
广州,生物/制药,8.5,经验不限,学历不限
广州,医疗健康,7.5,1-3年,学历不限
广州,其他生活服务,7.5,1-3年,学历不限
广州,生活服务(O2O),3.3,经验不限,学历不限
广州,物业管理,5.5,经验不限,学历不限
广州,同城货运,8.5,1-3年,学历不限
广州,生活服务(O2O),10.0,经验不限,学历不限
广州,酒店/民宿,5.5,1-3年,学历不限
广州,电子/硬件开发,7.35,经验不限,学历不限
广州,文化艺术/娱乐,6.5,经验不限,学历不限
广州,电子商务,30.0,1-3年,学历不限
广州,互联网,26.5,1-3年,学历不限
广州,汽车零部件,7.0,1-3年,学历不限
广州,生活服务(O2O),4.5,经验不限,学历不限
广州,社交网络与媒体,22.5,5-10年,学历不限
广州,批发/零售,8.5,1-3年,学历不限
广州,保健/养生,30.0,经验不限,学历不限
广州,金属制品,6.5,经验不限,初中及以下
广州,跨境物流,5.5,1年以内,学历不限
广州,电子商务,9.0,1-3年,学历不限
广州,互联网,30.0,经验不限,学历不限
广州,餐饮,5.5,1-3年,学历不限
广州,互联网金融,3.19,经验不限,学历不限
广州,其他生活服务,6.0,经验不限,学历不限
广州,批发/零售,7.0,经验不限,初中及以下
广州,客运服务,7.15,经验不限,学历不限
广州,电子商务,,1-3年,学历不限
广州,餐饮,5.0,1年以内,学历不限
广州,餐饮,6.0,经验不限,学历不限
广州,游戏,0.96,经验不限,高中
广州,文化艺术/娱乐,10.0,经验不限,学历不限
广州,医疗器械,30.0,3-5年,学历不限
广州,服装/纺织,30.0,1-3年,学历不限
广州,客运服务,12.5,经验不限,学历不限
广州,文化艺术/娱乐,10.5,3-5年,高中
广州,餐饮,4.5,1-3年,初中及以下
广州,交通/运输,7.5,经验不限,学历不限
广州,医疗服务,8.0,经验不限,学历不限
广州,美容,12.5,3-5年,学历不限
广州,电子商务,8.0,1-3年,学历不限
广州,互联网,,经验不限,学历不限
广州,文化艺术/娱乐,1.38,经验不限,学历不限
广州,汽车后市场,11.5,经验不限,学历不限
广州,游戏,4.5,经验不限,学历不限
广州,餐饮,4.5,1-3年,学历不限
广州,批发/零售,7.5,经验不限,学历不限
广州,企业服务,0.48,经验不限,学历不限
广州,餐饮,4.5,经验不限,学历不限
广州,其他专业服务,8.5,经验不限,学历不限
广州,客运服务,9.5,经验不限,学历不限
广州,休闲/娱乐,10.5,经验不限,初中及以下
广州,餐饮,4.5,经验不限,学历不限
广州,文化艺术/娱乐,7.5,经验不限,学历不限
广州,人工智能,16.0,经验不限,学历不限
广州,日化,10.5,1-3年,学历不限
广州,文化艺术/娱乐,7.5,经验不限,学历不限
广州,文化艺术/娱乐,12.5,经验不限,学历不限
广州,批发/零售,6.0,经验不限,学历不限
广州,其他专业服务,18.0,经验不限,学历不限
广州,互联网,6.5,经验不限,学历不限
广州,进出口贸易,6.5,1-3年,学历不限
广州,广告/公关/会展,5.5,经验不限,学历不限
广州,其他生活服务,1.14,经验不限,学历不限
广州,医疗服务,5.0,1年以内,初中及以下
广州,房地产中介/租赁,9.5,3-5年,高中
广州,餐饮,5.0,经验不限,学历不限
广州,电子商务,3.5,经验不限,学历不限
广州,广告/公关/会展,6.5,经验不限,学历不限
广州,保健/养生,22.5,经验不限,学历不限
广州,文化艺术/娱乐,11.5,1-3年,学历不限
广州,食品/饮料/烟酒,6.5,1-3年,学历不限
广州,银行,55.0,经验不限,本科
广州,回收/维修,10.5,经验不限,学历不限
广州,电子商务,12.5,3-5年,学历不限
广州,互联网,12.5,1-3年,学历不限
广州,汽车零部件,6.75,经验不限,学历不限
广州,运动/健身,10.5,1-3年,高中
广州,服装/纺织,6.0,3-5年,高中
广州,回收/维修,7.0,1-3年,学历不限
广州,电子商务,6.5,经验不限,学历不限
广州,餐饮,4.5,经验不限,学历不限
广州,其他金融业,10.5,经验不限,学历不限
广州,电子商务,12.5,经验不限,学历不限
广州,电子/半导体/集成电路,6.0,经验不限,学历不限
广州,其他行业,3.5,经验不限,学历不限
广州,广播/影视,25.0,1-3年,学历不限
广州,批发/零售,1.8,经验不限,高中
广州,婚庆/摄影,9.5,3-5年,学历不限
广州,广播/影视,14.5,3-5年,学历不限
广州,游戏,19.5,3-5年,学历不限
广州,互联网金融,11.5,经验不限,学历不限
广州,保健/养生,10.5,1年以内,初中及以下
广州,法律,10.0,经验不限,学历不限
广州,咨询,8.0,1年以内,学历不限
广州,财务/审计/税务,11.5,经验不限,学历不限
广州,餐饮,0.54,经验不限,学历不限
广州,法律,7.0,经验不限,学历不限
广州,餐饮,0.9,1-3年,学历不限
广州,服装/纺织,6.0,3-5年,高中
广州,其他金融业,16.5,经验不限,学历不限
广州,保健/养生,6.0,经验不限,学历不限
广州,装卸搬运和仓储业,6.5,经验不限,学历不限
广州,家政服务,11.5,经验不限,学历不限
广州,汽车后市场,5.5,经验不限,学历不限
广州,互联网,7.0,经验不限,学历不限
广州,法律,10.5,经验不限,学历不限
广州,文化艺术/娱乐,8.0,经验不限,学历不限
广州,批发/零售,25.0,经验不限,学历不限
广州,服装/纺织,9.5,3-5年,学历不限
广州,其他生活服务,30.0,经验不限,学历不限
广州,电子商务,4.5,1年以内,学历不限
广州,文化艺术/娱乐,16.5,经验不限,学历不限
广州,其他专业服务,10.0,经验不限,学历不限
广州,装修装饰,6.5,1年以内,学历不限
广州,文化艺术/娱乐,10.0,经验不限,学历不限
广州,游戏,18.0,3-5年,学历不限
广州,服装/纺织,30.0,1-3年,高中
广州,其他生活服务,9.0,1年以内,学历不限
广州,日化,5.95,经验不限,学历不限
广州,餐饮,4.5,经验不限,学历不限
广州,移动互联网,7.25,经验不限,学历不限
广州,餐饮,16.5,10年以上,高中
广州,互联网,10.5,经验不限,学历不限
广州,文化艺术/娱乐,10.5,1年以内,学历不限
广州,电子商务,10.5,经验不限,学历不限
广州,珠宝/首饰,5.5,1-3年,学历不限
广州,批发/零售,12.5,5-10年,学历不限
广州,进出口贸易,8.5,经验不限,学历不限
广州,生活服务(O2O),7.0,经验不限,学历不限
广州,机械设备/机电/重工,0.66,1-3年,学历不限
广州,互联网,6.6,经验不限,学历不限
广州,互联网,12.5,1-3年,学历不限
广州,电子商务,8.5,经验不限,学历不限
广州,互联网,7.0,经验不限,学历不限
广州,银行,45.0,10年以上,学历不限
广州,美容,8.5,经验不限,学历不限
广州,家政服务,5.5,经验不限,学历不限
广州,新能源汽车,10.5,经验不限,学历不限
广州,家政服务,8.0,经验不限,学历不限
广州,培训/辅导机构,2.64,1-3年,学历不限
广州,休闲/娱乐,14.5,经验不限,学历不限
广州,其他生活服务,,经验不限,学历不限
广州,家政服务,11.5,经验不限,学历不限
广州,其他生活服务,6.5,经验不限,学历不限
广州,服装/纺织,12.5,经验不限,学历不限
广州,互联网,7.0,经验不限,学历不限
广州,房地产中介/租赁,10.5,经验不限,学历不限
广州,投资/融资,17.5,经验不限,学历不限
广州,即时配送,12.0,经验不限,学历不限
广州,家政服务,8.5,经验不限,学历不限
广州,即时配送,,经验不限,学历不限
广州,其他行业,18.0,经验不限,学历不限
广州,汽车零部件,6.75,经验不限,学历不限
广州,其他生活服务,10.5,经验不限,学历不限
广州,同城货运,10.5,1-3年,学历不限
广州,互联网,7.5,1-3年,学历不限
广州,电子商务,6.5,经验不限,学历不限
广州,生活服务(O2O),9.5,经验不限,学历不限
广州,游戏,8.0,1年以内,学历不限
广州,汽车研发/制造,8.0,经验不限,学历不限
广州,4S店/后市场,9.5,5-10年,学历不限
广州,服装/纺织,5.5,1-3年,学历不限
广州,生活服务(O2O),7.5,经验不限,学历不限
广州,互联网,10.5,1年以内,学历不限
广州,餐饮,3.85,经验不限,学历不限
广州,其他金融业,10.5,经验不限,学历不限
广州,酒店/民宿,4.0,经验不限,学历不限
广州,电子商务,4.5,经验不限,学历不限
广州,投资/融资,22.5,经验不限,高中
广州,法律,10.5,经验不限,学历不限
广州,电子商务,12.5,经验不限,学历不限
广州,电子商务,9.0,1年以内,学历不限
广州,装卸搬运和仓储业,6.25,经验不限,学历不限
广州,文化艺术/娱乐,12.5,3-5年,学历不限
广州,通用设备,9.5,1-3年,学历不限
广州,互联网,6.5,经验不限,学历不限
广州,互联网,8.5,经验不限,学历不限
广州,电子商务,7.0,经验不限,学历不限
广州,装卸搬运和仓储业,11.5,1-3年,学历不限
广州,机械设备/机电/重工,6.0,经验不限,学历不限
广州,电子商务,6.0,1-3年,学历不限
广州,互联网,7.0,经验不限,学历不限
广州,运动/健身,9.0,经验不限,学历不限
广州,文化艺术/娱乐,3.5,经验不限,学历不限
广州,保健/养生,22.5,经验不限,学历不限
广州,物业管理,4.5,3-5年,学历不限
广州,服装/纺织,5.5,经验不限,学历不限
广州,休闲/娱乐,18.0,经验不限,学历不限
广州,互联网,22.5,经验不限,学历不限
广州,跨境物流,7.5,1-3年,高中
广州,物业管理,5.5,经验不限,学历不限
广州,服装/纺织,6.5,1-3年,高中
广州,其他生活服务,10.5,1-3年,学历不限
广州,其他生活服务,10.0,经验不限,学历不限
广州,汽车零部件,3.5,经验不限,学历不限
广州,餐饮,6.5,经验不限,学历不限
广州,生活服务(O2O),6.5,经验不限,学历不限
广州,餐饮,4.5,经验不限,学历不限
广州,餐饮,4.5,经验不限,学历不限
广州,电子商务,9.5,1年以内,学历不限
广州,互联网,11.5,1年以内,学历不限
广州,咨询,7.25,经验不限,学历不限
广州,电子/半导体/集成电路,6.35,经验不限,学历不限
广州,批发/零售,11.5,3-5年,学历不限
广州,休闲/娱乐,3.5,经验不限,学历不限
广州,食品/饮料/烟酒,7.5,经验不限,学历不限
广州,批发/零售,7.5,经验不限,学历不限
广州,培训/辅导机构,8.0,3-5年,学历不限
广州,游戏,25.0,3-5年,学历不限
广州,计算机/通信/其他电子设备,7.5,经验不限,学历不限
广州,餐饮,4.5,经验不限,学历不限
广州,家政服务,11.5,经验不限,学历不限
广州,其他生活服务,20.0,经验不限,学历不限
广州,文化艺术/娱乐,8.5,经验不限,学历不限
广州,休闲/娱乐,5.5,经验不限,初中及以下
广州,美容,30.0,经验不限,初中及以下
广州,互联网,8.0,经验不限,学历不限
广州,机械设备/机电/重工,7.25,经验不限,学历不限
广州,电子商务,5.5,经验不限,学历不限
广州,印刷/包装/造纸,7.25,经验不限,学历不限
广州,其他制造业,5.0,1-3年,高中
广州,家政服务,10.5,经验不限,学历不限
广州,电子商务,17.5,3-5年,学历不限
广州,电子商务,7.5,经验不限,高中
广州,电气机械/器材,6.5,经验不限,学历不限
广州,食品/饮料/烟酒,6.5,1-3年,初中及以下
广州,游戏,19.0,3-5年,学历不限
广州,互联网,12.5,经验不限,学历不限
广州,文化艺术/娱乐,8.5,经验不限,学历不限
广州,互联网,9.5,经验不限,学历不限
广州,电子商务,8.5,1年以内,学历不限
广州,餐饮,0.54,1年以内,高中
广州,其他生活服务,7.0,经验不限,学历不限
广州,人力资源服务,4.5,经验不限,学历不限
广州,半导体/芯片,5.5,经验不限,学历不限
广州,休闲/娱乐,15.0,经验不限,学历不限
广州,其他专业服务,9.5,经验不限,学历不限
广州,电子商务,10.0,经验不限,学历不限
广州,生活服务(O2O),10.5,经验不限,初中及以下
广州,批发/零售,7.5,经验不限,初中及以下
广州,美容,30.0,经验不限,学历不限
广州,电子商务,52.5,1-3年,学历不限
广州,餐饮,0.66,经验不限,高中
广州,餐饮,6.5,经验不限,学历不限
广州,同城货运,7.5,经验不限,学历不限
广州,食品/饮料/烟酒,12.5,1-3年,学历不限
广州,生活服务(O2O),10.5,经验不限,学历不限
广州,批发/零售,15.5,1年以内,学历不限
广州,进出口贸易,23.0,经验不限,学历不限
广州,文化艺术/娱乐,10.5,经验不限,学历不限
广州,餐饮,0.54,经验不限,学历不限
广州,电子商务,15.0,5-10年,学历不限
广州,保健/养生,9.5,1年以内,学历不限
广州,批发/零售,12.1,1-3年,学历不限
广州,进出口贸易,11.5,5-10年,学历不限
广州,食品/饮料/烟酒,6.5,3-5年,初中及以下
广州,物联网,12.5,1年以内,学历不限
广州,咨询,30.0,经验不限,初中及以下
广州,食品/饮料/烟酒,8.5,经验不限,学历不限
广州,电子商务,8.0,经验不限,学历不限
广州,休闲/娱乐,11.5,经验不限,学历不限
